,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
1266,Apartment for Sale in DEC Tower 2 - DEC Towers,Cheapest On The Market | Partial Marina View,Apartment,1490 sqft / 138 sqm,2,2,785000.0,DEC Tower 2 Dubai - Dubai Marina - DEC Towers,prestigedubai-2102192,6596379000,17 days ago,,,PROPERTY LLC,27012020,165,,Land,dubai marina,dec towers,dec tower 2,0.0,0.0
1267,Apartment for Sale in Princess Tower - Dubai Marina,Princess Tower | One Bed | Rented For 78k,Apartment,923 sqft / 86 sqm,1,2,800000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,prestigedubai-2102148,1424377954,17 days ago,,,PRESTIGE REAL ESTATE BROKERS,1032020,6302,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
1268,Apartment for Sale in The Torch - Dubai Marina,High Floor | Exclusive | Investment Unit,Apartment,1258 sqft / 117 sqm,2,2,1050000.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,prestigedubai-2102171,7130370800,17 days ago,,,PRESTIGE REAL ESTATE BROKERS,24022020,6002,Torch Tower,Unit,dubai marina,the torch,,0.33,0.2
1269,Apartment for Sale in 23 Marina - Dubai Marina,With 360 Video Tour | High Floor | Spacious 3 Beds,Apartment,2980 sqft / 277 sqm,3,4,2400000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,RNR-S-2941,1675562438,17 days ago,Ready,,R N R INTERNATIONAL REAL ESTATE,4042020,4404,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
1270,Apartment for Sale in DEC Tower 1 - DEC Towers,Best Offer|Low Floor 2BR Apartment with Sea Views,Apartment,1739 sqft / 162 sqm,2,3,850000.0,DEC Tower 1 3.2 /510 Reviews Dubai - Dubai Marina - DEC Towers,RC-S-15716,1603063651,17 days ago,Ready,,LLC,2072020,T1602,DEC TOWERS T1 1,Unit,dubai marina,dec towers,dec tower 1,0.6,0.43
1271,Apartment for Sale in Marina Wharf 2 - Marina Wharf,High Floor 3BR Apartment with Marina and Sea Views,Apartment,1245 sqft / 116 sqm,3,4,1327500.0,Marina Wharf 2 4.0 /53 Reviews Dubai - Dubai Marina - Marina Wharf,RC-S-15718,7118053877,17 days ago,Ready,,LLC,23112019,2405,MARINA WHARF II II,Unit,dubai marina,marina wharf,marina wharf 2,0.57,0.4
1272,Penthouse for Sale in 23 Marina - Dubai Marina,Full sea view - Marina view - wooden floor,Penthouse,5624 sqft / 522 sqm,5 + Maid,5,6500000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,gulfgate-2101957,188166846,17 days ago,Ready,,GULF GATE REAL ESTATE,3032020,8204,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
1273,Land for Sale in Dubai Marina,Mixed-Use G Plus 39 Plot in Dubai Marina,Land,320728 sqft / 29797 sqm,,,62000000.0,Dubai Marina Dubai,ZK-003,265534885,17 days ago,,,EVEREST HOME REAL ESTATE BROKER,17082020,1777,THE HEART OF EUROPE 1 1 T H O E REAL ESTATE,,dubai marina duba marina dubai,,,0.0,0.0
1274,Apartment for Sale in Aurora Tower - Marina Promenade,Nice Marina View I Vacant I Great Layout,Apartment,1497 sqft / 139 sqm,2,3,2089000.0,Aurora Tower 3.9 /53 Reviews Dubai - Dubai Marina - Marina Promenade,grandestate-2100978,386119518,19 days ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,704,AURORA W1 W1,Unit,dubai marina,marina promenade,aurora tower,0.29,0.17
1275,Apartment for Sale in Attessa Tower - Marina Promenade,Spacious Layout 1 BR & StudyI Marina View,Apartment,1026 sqft / 95 sqm,1,2,1475000.0,Attessa Tower 4.2 /52 Reviews Dubai - Dubai Marina - Marina Promenade,grandestate-1906040,386119518,6 months ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,704,AURORA W1 W1,Unit,dubai marina,marina promenade,attessa tower,0.0,0.0
1276,Apartment for Sale in Aurora Tower - Marina Promenade,Nice Marina View I Vacant I Great Layout,Apartment,1497 sqft / 139 sqm,2,3,2100000.0,Aurora Tower 3.9 /53 Reviews Dubai - Dubai Marina - Marina Promenade,grandestate-1905021,386119518,6 months ago,Ready,,AL KHAIL REAL ESTATE BROKER,18122019,704,AURORA W1 W1,Unit,dubai marina,marina promenade,aurora tower,0.29,0.17
1277,Apartment for Sale in Marina Wharf 2 - Marina Wharf,Bright and Cozy  -brand new 3BR I Marina View,Apartment,1246 sqft / 116 sqm,3,3,1100000.0,Marina Wharf 2 4.0 /53 Reviews Dubai - Dubai Marina - Marina Wharf,OBG-S-16939,6718053856,19 days ago,Ready,,SQUARE YARDS REAL ESTATE LLC,12022020,1,MARINA WHARF II II,Building,dubai marina,marina wharf,marina wharf 2,0.57,0.4
1278,Apartment for Sale in Trident Grand Residence - Dubai Marina,Full Sea Views | High Floor | Spacious 2 Bed,Apartment,1602 sqft / 149 sqm,2,3,1799950.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,SUP174676,1201263302,19 days ago,Ready,,BROKER LLC,9072020,3302,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
1279,Apartment for Sale in Studio One - Dubai Marina,Studio One Tower - 1 BR For Sale,Apartment,712 sqft / 66 sqm,1,1,1131000.0,Studio One Dubai - Dubai Marina,casabella-2100474,7135719730,19 days ago,Off-plan,,CASA BELLA PROPERTY BROKER,7122019,512,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
1280,Apartment for Sale in Azure - Dubai Marina,Prime Location Dubai Marina Close to Metro,Apartment,887 sqft / 82 sqm,1,1,735000.0,Azure Dubai - Dubai Marina,SH-S-KS-005,7118719300,19 days ago,Ready,,OWNED BY MOHAMMED KASEB ALMESAFRI ONE PERSON COMPANY LLC,30122019,104,AZURE AZURE,Unit,dubai marina,azure,,0.5,0.33
1281,Apartment for Sale in Azure - Dubai Marina,Incredible Deal Spacious 2 bed Well Maintained,Apartment,1750 sqft / 163 sqm,2,3,1200000.0,Azure Dubai - Dubai Marina,SH-S-KS-004,7118719300,19 days ago,,,OWNED BY MOHAMMED KASEB ALMESAFRI ONE PERSON COMPANY LLC,30122019,104,AZURE AZURE,Unit,dubai marina,azure,,0.5,0.33
1282,Apartment for Sale in Emirates Crown - Dubai Marina,Vacant - Large 3Br+m - Sea View - 3881 SqFt,Apartment,3881 sqft / 361 sqm,3 + Maid,6,3900000.0,Emirates Crown 4.6 /513 Reviews Dubai - Dubai Marina,OBG-S-16973,627359162,19 days ago,Ready,,O B G REAL ESTATE BROKER,27052020,2401,EMIRATES CROWN TOWER,Unit,dubai marina,emirates crown,,0.57,0.4
1283,Apartment for Sale in Studio One - Dubai Marina,Brand New | High Floor| Studio One,Apartment,723 sqft / 67 sqm,1,1,970000.0,Studio One Dubai - Dubai Marina,BHM-S-173663,7135738718,19 days ago,Ready,,BETTER HOMES LLC,21052020,2011,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
1284,Apartment for Sale in Marina Gate 2 - Marina Gate,1BR Marina Gate 2 - High Floor - Pool View,Apartment,773 sqft / 72 sqm,1,2,1533000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,casabella-2100260,7117905461,19 days ago,Ready,,CASA BELLA PROPERTY BROKER,7122019,2508,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
1285,Apartment for Sale in Marina Pearl - Dubai Marina,Best Price Very Clean Near Metro Chiller Free,Apartment,877 sqft / 81 sqm,1,2,495000.0,Marina Pearl Dubai - Dubai Marina,crescent-1943766,396694167,19 days ago,,,CRESCENT REAL ESTATE,8012020,2807,OCEAN HEIGHTS,Unit,dubai marina,marina pearl,,0.0,0.0
1286,Apartment for Sale in The Zen Tower - Dubai Marina,3 Bedroom Apt | Huge Layout | Close to Metro,Apartment,1733 sqft / 161 sqm,3,3,1400000.0,The Zen Tower 4.2 /52 Reviews Dubai - Dubai Marina,SAC-S-0030,7123435200,19 days ago,Ready,,CANDOUR REAL ESTATE BROKER,2022020,404,THE ZEN TOWER,Unit,dubai marina,the zen tower,,0.75,0.6
1287,Apartment for Sale in The Zen Tower - Dubai Marina,Spacious 2 Bedroom Apt | Nice Layout | Well Priced,Apartment,1454 sqft / 135 sqm,2,3,1164000.0,The Zen Tower 4.2 /52 Reviews Dubai - Dubai Marina,SAC-S-0029,7123435200,22 days ago,Ready,,CANDOUR REAL ESTATE BROKER,2022020,404,THE ZEN TOWER,Unit,dubai marina,the zen tower,,0.75,0.6
1288,Apartment for Sale in KG Tower - Dubai Marina,2BR - Marina View - Study and Maid rooms.,Apartment,1667 sqft / 155 sqm,2,3,1250000.0,KG Tower 4.5 /53 Reviews Dubai - Dubai Marina,turnkey-2100150,77590666,19 days ago,Ready,,TURNKEY PROPERTIES,25032020,33,,Land,dubai marina,kg tower,,0.0,0.0
1289,Apartment for Sale in Yacht Bay - Dubai Marina,2 Bedrooms | 2.5 Bathrooms | Great Views,Apartment,1168 sqft / 109 sqm,2,2,950000.0,Yacht Bay 4.4 /56 Reviews Dubai - Dubai Marina,DUB196394,7118678100,19 days ago,Ready,,BROKER LLC,4032020,1210,YACHT BAY,Unit,dubai marina,yacht bay,,0.67,0.5
1290,Apartment for Sale in Trident Oceanic - Oceanic,2 Bed | Maid | Full Marina View | 6% ROI,Apartment,1875 sqft / 174 sqm,2 + Maid,3,2100000.0,Trident Oceanic Dubai - Dubai Marina - Oceanic,ES-1000776,472389081,19 days ago,Ready,,ESPACE REAL ESTATE BROKER,19052020,2502,Oceanic,Unit,dubai marina,oceanic,trident oceanic,0.4,0.25
1291,Apartment for Sale in Marina View Tower B - Marina View,Exclusive 4 Beds + Maids | Amazing Full Canal View,Apartment,5757 sqft / 535 sqm,4,5,3745000.0,Marina View Tower B 3.9 /52 Reviews Dubai - Dubai Marina - Marina View,JNM-S-3151,708634298,19 days ago,Ready,,BROKERAGE,10022020,1406,PLATINUM TOWER,Unit,dubai marina,marina view,marina view tower b,0.29,0.17
1292,Apartment for Sale in Yacht Bay - Dubai Marina,Duplex | Maid's & Study | Marina View | Rented,Apartment,2995 sqft / 278 sqm,3 + Maid,4,1990000.0,Yacht Bay 4.4 /56 Reviews Dubai - Dubai Marina,AP352164,7118644900,20 days ago,Ready,,BETTER HOMES LLC,30032020,1605,YACHT BAY,Unit,dubai marina,yacht bay,,0.67,0.5
1293,Apartment for Sale in Marina Gate 2 - Marina Gate,Full Marina Views | Vacant On Transfer,Apartment,770 sqft / 72 sqm,1,2,1600000.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,DUB206280,7117905393,20 days ago,Ready,,HAUS HAUS REAL ESTATE BROKER,27012020,4106,THE RESIDENCE AT THE RESIDENCE AT MARINA GATE 2 MARINA GATE 2,Unit,dubai marina,marina gate,marina gate 2,0.6,0.43
1294,Apartment for Sale in Marina Residence B - Marina Residence,Rented! 1BR+balcony+storage right by metro,Apartment,613 sqft / 57 sqm,1,2,595000.0,Marina Residence B Dubai - Dubai Marina - Marina Residence,OBG-S-16966,6714936100,20 days ago,Ready,,O B G REAL ESTATE BROKER,26112019,2,MARINA RESIDENCE B,Building,dubai marina,marina residence,marina residence b,0.86,0.75
1295,Apartment for Sale in La Riviera - Dubai Marina,Furnished | Bright and Spacious | Motivated Seller,Apartment,1532 sqft / 142 sqm,3,2,1275000.0,La Riviera 3.7 /55 Reviews Dubai - Dubai Marina,turnkey-2098879,981906811,20 days ago,,,TURNKEY PROPERTIES,25032020,54,,Land,dubai marina,la riviera,,0.0,0.0
1296,Apartment for Sale in Studio One - Dubai Marina,High Floor | Marina View | Luxury Furnitures,Apartment,834 sqft / 77 sqm,2,2,1550000.0,Studio One Dubai - Dubai Marina,EVO-S-15915,7135747930,20 days ago,Ready,,EV REAL ESTATE BROKERAGE LLC,28102019,2806,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
1297,Apartment for Sale in Al Mesk Tower - Emaar 6 Towers,Fantastic Value / Upgraded 4 Bed / CALL NOW,Apartment,2590 sqft / 241 sqm,4 + Maid,5,2950000.0,Al Mesk Tower 4.6 /53 Reviews Dubai - Dubai Marina - Emaar 6 Towers,SALE014092,2018879528,20 days ago,,,DACHA REAL ESTATE,4022020,18,,Land,dubai marina,emaar 6 towers,al mesk tower,0.0,0.0
1298,Apartment for Sale in Damac Heights - Dubai Marina,Fendi Design | High Floor | Full Sea View,Apartment,847 sqft / 79 sqm,1,,1450000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,WADM-S-20797,276677516,20 days ago,Ready,,EXCLUSIVE LINKS REAL ESTATE BROKERS,8122019,5702,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
1299,Apartment for Sale in Al Majara - Dubai Marina,Corner Unit 2BR+Study Vacant - Al Majara 2,Apartment,1303 sqft / 121 sqm,2,3,1650000.0,Al Majara Dubai - Dubai Marina,casabella-2093422,7116255900,20 days ago,Ready,,CASA BELLA PROPERTY BROKER,7122019,1308,Al Majara 2 2,Unit,dubai marina,al majara,,0.57,0.4
1300,Apartment for Sale in West Avenue Tower - Dubai Marina,Great Deal / Modern Designed Unit,Apartment,713 sqft / 66 sqm,1,2,875000.0,West Avenue Tower 3.6 /54 Reviews Dubai - Dubai Marina,SALE014086,6511126600,20 days ago,,,DACHA REAL ESTATE,21072020,210,,Land,dubai marina,west avenue tower,,0.0,0.0
1301,Apartment for Sale in 5242 - Dubai Marina,High Floor | Amazing View | Spacious Layout,Apartment,1056 sqft / 98 sqm,2,3,2300000.0,5242 Dubai - Dubai Marina,EVO-S-15912,6560317930,20 days ago,Off-plan,,METROPOLITAN PREMIUM PROPERTIES,18052020,3619,,Land,dubai marina,5242,,0.0,0.0
1302,Apartment for Sale in 5242 - Dubai Marina,Resell | High Floor | Amazing View | Spacious,Apartment,614 sqft / 57 sqm,1,2,1300000.0,5242 Dubai - Dubai Marina,EVO-S-15911,6560317930,20 days ago,Off-plan,,METROPOLITAN PREMIUM PROPERTIES,18052020,3619,,Land,dubai marina,5242,,0.0,0.0
1303,Apartment for Sale in Studio One - Dubai Marina,Full Marina View | High Floor | Brand New,Apartment,1102 sqft / 102 sqm,2,3,1730000.0,Studio One Dubai - Dubai Marina,EVO-S-15900,7135746708,20 days ago,Ready,,EV REAL ESTATE BROKERAGE LLC,28102019,2703,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
1304,Apartment for Sale in The Jewel Tower B - The Jewels,Partial Marina View | Spacious | Opposite beach,Apartment,1100 sqft / 102 sqm,1,2,800000.0,The Jewel Tower B Dubai - Dubai Marina - The Jewels,diamondcity-2097707,810560099,20 days ago,,,DIAMOND CITY REAL ESTATE BROKER,5082020,1009,DREAM TOWER,Unit,dubai marina,the jewels,the jewel tower b,0.22,0.12
1305,Apartment for Sale in Dream Tower 1 - Dream Towers,Close to Metro | Instant Move in | Mid floor,Apartment,690 sqft / 64 sqm,1,2,775000.0,Dream Tower 1 3.8 /56 Reviews Dubai - Dubai Marina - Dream Towers,diamondcity-2075919,810560099,1 month ago,,,DIAMOND CITY REAL ESTATE BROKER,5082020,1009,DREAM TOWER,Unit,dubai marina,dream towers,dream tower 1,0.5,0.33
1306,Apartment for Sale in 23 Marina - Dubai Marina,Unobstructed Views |Upgraded Flooring| Vacant,Apartment,2980 sqft / 277 sqm,3 + Maid,4,2349000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,hands-2098436,973860300,20 days ago,,,HS REAL ESTATE,27052020,5303,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
1307,Apartment for Sale in The Torch - Dubai Marina,2 Bed | 2 Bathrooms | Vacant | 1258 Sqft,Apartment,1258 sqft / 117 sqm,2,2,1149950.0,The Torch 2.7 /531 Reviews Dubai - Dubai Marina,ES-13011,7130375700,20 days ago,Ready,,METROPOLITAN PREMIUM PROPERTIES,4022020,6603,Torch Tower,Unit,dubai marina,the torch,,0.33,0.2
1308,Apartment for Sale in Horizon Tower - Dubai Marina,Stunning Marina View |Next to DMCC Metro |Maidroom,Apartment,2451 sqft / 228 sqm,4 + Maid,4,1649000.0,Horizon Tower 3.8 /58 Reviews Dubai - Dubai Marina,ams-2098383,527181000,20 days ago,Ready,,AMS REAL ESTATE BROKERS,4122019,207,MARINA SAIL,Unit,dubai marina,horizon tower,,0.33,0.2
1309,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Furnished 1 BR luxury Living | Prime Location,Apartment,897 sqft / 83 sqm,1,2,1500000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,SH-S-KS-003,7127045400,20 days ago,,,OWNED BY MOHAMMED KASEB ALMESAFRI ONE PERSON COMPANY LLC,30122019,3713,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
1310,Apartment for Sale in The Jewel Tower B - The Jewels,Exclusive! Best Tower in Marina|Close to JBR beach,Apartment,1105 sqft / 103 sqm,1,2,800000.0,The Jewel Tower B Dubai - Dubai Marina - The Jewels,PRB-S-3475,1978014582,20 days ago,Ready,,PLEASANT REAL ESTATE BROKERS,9082020,111,,Land,dubai marina,the jewels,the jewel tower b,0.0,0.0
1311,Villa for Sale in The Jewels - Dubai Marina,Luxury upgraded Villa|Full Marina View |The Jewels,Villa,4447 sqft / 413 sqm,4 + Maid,5,7000000.0,The Jewels Dubai - Dubai Marina,PRB-S-3381,1978014582,1 month ago,Ready,,PLEASANT REAL ESTATE BROKERS,9082020,111,,Land,dubai marina,the jewels,,0.0,0.0
1312,Apartment for Sale in Marina Gate 2 - Marina Gate,Cheapest Ready to Move in 2BR | Marina View,Apartment,1432 sqft / 133 sqm,2,3,1999999.0,Marina Gate 2 Dubai - Dubai Marina - Marina Gate,amberhomes-2077205,372453586,20 days ago,,,AMBER HOMES REAL ESTATE,23042020,1495,1 GATE 1SELECT GLOBAL,,dubai marina,marina gate,marina gate 2,0.25,0.14
1313,Duplex for Sale in Dorra Bay - Dubai Marina,Duplex 3BR+maids - Sea & Marina views - Vacant,Duplex,2484 sqft / 231 sqm,3 + Maid,4,2200000.0,Dorra Bay 3.6 /57 Reviews Dubai - Dubai Marina,castles-2097467,7123680400,21 days ago,Ready,,CASTLES PLAZA REAL ESTATE,10112019,1705,DORRA BAY,Unit,dubai marina,dorra bay,,0.67,0.5
1314,Apartment for Sale in Marina Crown - Dubai Marina,Best Deal in Marina Crown | Large Layout |Must See,Apartment,3022 sqft / 281 sqm,4 + Maid,5,2000000.0,Marina Crown 2.7 /55 Reviews Dubai - Dubai Marina,ET-S-7076,7115620500,21 days ago,Ready,,E AND T REAL ESTATE BROKER LLC,14052020,4401,MARINA CROWN TOWER,Unit,dubai marina,marina crown,,0.67,0.5
1315,Apartment for Sale in Marina Crown - Dubai Marina,Panoramic Full Sea Vew - Large layout - VOT,Apartment,2174 sqft / 202 sqm,3 + Maid,4,1600000.0,Marina Crown 2.7 /55 Reviews Dubai - Dubai Marina,castles-2097469,7115584600,21 days ago,,,CASTLES PLAZA REAL ESTATE,10112019,3302,MARINA CROWN TOWER,Unit,dubai marina,marina crown,,0.67,0.5
1316,Apartment for Sale in Trident Bayside - Dubai Marina,3 BED | FULL MARINA VIEW | High floor Vacant,Apartment,2314 sqft / 215 sqm,3 + Maid,3,2260000.0,Trident Bayside 4.5 /54 Reviews Dubai - Dubai Marina,CWB-S-13316,7126727500,21 days ago,Ready,,() (LLC),28072020,2102,BAYSIDE,Unit,dubai marina,trident bayside,,0.4,0.25
1317,Apartment for Sale in Bay Central West - Bay Central,Exclusive | Marina View | Quick Sale,Apartment,638 sqft / 59 sqm,1,1,750000.0,Bay Central West 3.9 /517 Reviews Dubai - Dubai Marina - Bay Central,LXF-S-1859,646469330,21 days ago,Ready,,LUXFOLIO REAL ESTATE BROKERS LLC,7062020,803,No.9 No.9,Unit,dubai marina,bay central,bay central west,0.0,0.0
1318,Apartment for Sale in No.9 - Dubai Marina,Marina View - Vacant - Luxury Finish,Apartment,660 sqft / 61 sqm,1,2,1000000.0,No.9 Dubai - Dubai Marina,LXF-S-1820,646469330,1 month ago,Ready,,LUXFOLIO REAL ESTATE BROKERS LLC,7062020,803,No.9 No.9,Unit,dubai marina,no.9,,0.5,0.33
1319,Apartment for Sale in No.9 - Dubai Marina,Full Marina View | Best Deal On The Market,Apartment,1150 sqft / 107 sqm,2,3,1575000.0,No.9 Dubai - Dubai Marina,LXF-S-1678,646469330,2 months ago,Ready,,LUXFOLIO REAL ESTATE BROKERS LLC,7062020,803,No.9 No.9,Unit,dubai marina,no.9,,0.5,0.33
1320,Apartment for Sale in Marinascape Oceanic - Marinascape,Unfurnished Large 3 + Maids - Kitchen appliance,Apartment,2449 sqft / 228 sqm,3,3,2099000.0,Marinascape Oceanic Dubai - Dubai Marina - Marinascape,MY-S-3595,1378303004,21 days ago,Ready,,MY ISLAND REAL ESTATE BROKER LLC,24102019,202,Oceanic,Unit,dubai marina,marinascape,marinascape oceanic,0.4,0.25
1321,Apartment for Sale in Marina Wharf 1 - Marina Wharf,VACANT|Unfurnished|Mid Floor|Newly Maintained,Apartment,822 sqft / 76 sqm,1,2,750000.0,Marina Wharf 1 Dubai - Dubai Marina - Marina Wharf,AP315895,6729282300,21 days ago,Ready,,BETTER HOMES LLC,12042020,1,Marina Wharf 1 1,Building,dubai marina,marina wharf,marina wharf 1,0.86,0.75
1322,Apartment for Sale in Marina Diamond 4 - Marina Diamonds,HIGH ROI / FULLY FURNISHED 1 BEDROOM,Apartment,753 sqft / 70 sqm,1,1,565000.0,Marina Diamond 4 Dubai - Dubai Marina - Marina Diamonds,SALE014081,1005758198,21 days ago,,,DACHA REAL ESTATE,27012020,92,,Land,dubai marina,marina diamonds,marina diamond 4,0.0,0.0
1323,Apartment for Sale in Marina Quay West - Marina Quays,Vacant | Quay West |Exclusive |Negotiable,Apartment,762 sqft / 71 sqm,1,2,845000.0,Marina Quay West 3.7 /59 Reviews Dubai - Dubai Marina - Marina Quays,BHM-S-173478,7125332800,21 days ago,Ready,,PRESTIGE REAL ESTATE BROKERS,25022020,408,Marina Quay West,Unit,dubai marina,marina quays,marina quay west,0.75,0.6
1324,Apartment for Sale in West Avenue Tower - Dubai Marina,2 BR / Full Marina Views / CALL NOW,Apartment,1258 sqft / 117 sqm,2,2,1430000.0,West Avenue Tower 3.6 /54 Reviews Dubai - Dubai Marina,SALE014079,348408873,21 days ago,,,DACHA REAL ESTATE,23122019,211,,Land,dubai marina,west avenue tower,,0.0,0.0
1325,Duplex for Sale in 23 Marina - Dubai Marina,Spacious | 4BR plus Maids | Full Sea View,Duplex,5600 sqft / 520 sqm,4,5,7900000.0,23 Marina 3.7 /59 Reviews Dubai - Dubai Marina,FO-S-16225,1217421851,21 days ago,Ready,,FOR EST REAL ESTATE LLC,12052020,7404,23 MARINA 23,Unit,dubai marina,23 marina,,0.8,0.67
1326,Apartment for Sale in Damac Heights - Dubai Marina,Superb Unit | Damac Heights | Marina View,Apartment,1746 sqft / 162 sqm,3,4,3000000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,AQ-S-19-01562,7116765897,21 days ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,2710,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
1327,Apartment for Sale in Damac Heights - Dubai Marina,Great ROI | Spacious 3 Bed | Amazing Views,Apartment,1746 sqft / 162 sqm,3,4,2990000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,achiever-2092865,7116765897,27 days ago,Ready,,ESPACE REAL ESTATE BROKER,21102019,2710,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
1328,Apartment for Sale in Elite Residence - Dubai Marina,Sea View | Spacious 2 Bedrooms | High End Building,Apartment,1329 sqft / 123 sqm,2,2,1399999.0,Elite Residence 4.0 /520 Reviews Dubai - Dubai Marina,RNR-S-2937,1754480976,21 days ago,Ready,,R N R INTERNATIONAL REAL ESTATE,4042020,2802,ELITE RESIDENCE,Unit,dubai marina,elite residence,,0.67,0.5
1329,Apartment for Sale in Princess Tower - Dubai Marina,Best Deal | Higher Floor | Full Marina Palm View,Apartment,1180 sqft / 110 sqm,2,2,1699999.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,indus-2096186,29957993,21 days ago,Ready,,INDUS REAL ESTATE (LLC) INDUS REAL ESTATE (LLC),23122019,3907,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
1330,Apartment for Sale in Marina Diamond 3 - Marina Diamonds,Fully Furnished well Maintained /up to 7% ROI,Apartment,624 sqft / 58 sqm,1,1,654000.0,Marina Diamond 3 3.7 /55 Reviews Dubai - Dubai Marina - Marina Diamonds,AP 24323,7117147900,21 days ago,Ready,,BETTER HOMES LLC,12042020,610,MARINA DIAMOND3 3,Unit,dubai marina,marina diamonds,marina diamond 3,0.5,0.33
1331,Apartment for Sale in Sulafa Tower - Dubai Marina,High Floor Nice unit in Sulafa Tower,Apartment,918 sqft / 85 sqm,1,2,650000.0,Sulafa Tower 3.3 /527 Reviews Dubai - Dubai Marina,blocks-2092879,7127263400,21 days ago,Ready,,BLOCKS REAL ESTATE BROKERS,24112019,2805,Sulafa Tower,Unit,dubai marina,sulafa tower,,0.67,0.5
1332,Penthouse for Sale in Marina Quay North - Marina Quays,Excellent 2BR Penthouse Marina View,Penthouse,1608 sqft / 149 sqm,2,3,1999999.0,Marina Quay North 3.8 /56 Reviews Dubai - Dubai Marina - Marina Quays,SALE014071,1058889725,21 days ago,,,DACHA REAL ESTATE,25022020,191,,Land,dubai marina,marina quays,marina quay north,0.0,0.0
1333,Apartment for Sale in Botanica Tower - Dubai Marina,Well Maintained | 1BR | Full Sea View | High Floor,Apartment,858 sqft / 80 sqm,1,1,1550000.0,Botanica Tower 3.7 /53 Reviews Dubai - Dubai Marina,FO-S-16224,1294686760,21 days ago,Ready,,FOR EST REAL ESTATE LLC,12052020,2211,BOTANICA TOWER1 1,Unit,dubai marina,botanica tower,,0.29,0.17
1334,Apartment for Sale in Marina Pinnacle - Dubai Marina,The Cheapest price in the market 1BR for sale in Marina,Apartment,800 sqft / 74 sqm,1,2,570000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,TGP-S-7206,1505479566,21 days ago,Ready,,AL SABIL REAL ESTATE BROKER,14012020,1,Marina Pinnacle,Building,dubai marina,marina pinnacle,,0.8,0.67
1335,Apartment for Sale in Marina Pinnacle - Dubai Marina,2 Bedroom for Sale with Balcony in marina pinnacle,Apartment,1300 sqft / 121 sqm,2,2,850000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,TGP-S-7202,1505479566,1 month ago,Ready,,AL SABIL REAL ESTATE BROKER,14012020,1,Marina Pinnacle,Building,dubai marina,marina pinnacle,,0.8,0.67
1336,Apartment for Sale in Marina Pinnacle - Dubai Marina,3bedroom for sale in marina Dubai pinnacle tower,Apartment,1750 sqft / 163 sqm,3,3,1150000.0,Marina Pinnacle 4.2 /515 Reviews Dubai - Dubai Marina,TGP-S-7193,1505479566,2 months ago,Ready,,AL SABIL REAL ESTATE BROKER,14012020,1,Marina Pinnacle,Building,dubai marina,marina pinnacle,,0.8,0.67
